Name,Moran's I,UMI Count,Spots
SLC25A3,0.19844130608261762,7.865456246632403,3390
HSPA5,0.3404431811210278,7.768997135260785,3388
TXN,0.14161917943247204,7.661880944829213,3369
MRPL41,0.10220946146889225,7.622222138028526,3401
PFDN4,0.22679296183957257,7.605998987353185,3341
STARD10,0.2256234577896088,7.306404868165334,3371
COX8A,0.14341920146794718,7.26632509098918,3378
SCD,0.29848155858306474,7.261516493698839,3310
FIS1,0.14604646245545985,7.258761056889032,3405
ATP5MC3,0.41456037142836866,7.218192568683889,3266
TRMT112,0.1138554876843225,7.1871517038095964,3378
SNHG8,0.22917865206617877,7.1831634098162676,3348
NDUFB1,0.09160279040315142,7.147393513531012,3382
RBM39,0.15592573289347597,7.116115492083201,3418
CIRBP,0.24326758471176757,7.106573033150046,3394
C12orf57,0.08507020247038875,7.0785008456763645,3394
SNRPE,0.11821256181442902,7.033324599568743,3366
DSTN,0.21266785058980384,7.026857274230354,3349
GPX4,0.10093015442572034,7.021233507319289,3372
HSPA8,0.1228567769789482,6.9921375117896,3370
RPS27L,0.17939707976164293,6.921183963603535,3393
COX17,0.12711422134161185,6.854667575855655,3372
COX5A,0.22673021788087436,6.839685392443083,3380
ZNF217,0.19605655965002114,6.808753637950676,3325
SSR2,0.13197168674638776,6.803429765278493,3358
NEAT1,0.27164992619957273,6.770806438904765,3363
SRP14,0.1491354172697601,6.769370399683773,3355
HMGB1,0.11760128120726424,6.75252222927339,3377
FUS,0.15497286997421178,6.728613204567857,3385
SMIM22,0.12319521411828378,6.7206233447527755,3344
AP2S1,0.08801256127925204,6.664075329337142,3369
ENO1,0.14005527286124048,6.656784028026573,3358
CALM2,0.16845395509773034,6.548092410888227,3357
SKP1,0.1034549990634321,6.537043896200375,3368
SNHG6,0.21371023201430453,6.499347466189796,3298
ATP1A1,0.16105252353492205,6.474807717294986,3402
CANX,0.12868982469832146,6.439587568236135,3334
GABARAP,0.0543726258500114,6.373238922055639,3375
PEBP1,0.1440765058762022,6.296889901855464,3345
ATP6V1G1,0.14305695267616247,6.230250061683521,3354
THOC7,0.13289091241495127,6.209654242488426,3344
SULF2,0.19330953704021292,6.191944786773656,3329
TUFM,0.07480006612699862,6.1756960285335945,3372
SQSTM1,0.10548622152403718,6.161729894924787,3343
SLC25A5,0.14786534830199163,6.161408881169935,3357
CENPX,0.08420377906040555,6.158939303620628,3341
SERP1,0.07144075710581202,6.150213595203735,3354
DDR1,0.16811623160427788,6.1360093042958495,3330
GADD45GIP1,0.05826622023861824,6.082797746065351,3389
S100A6,0.19710547336160356,6.0603742368927715,3323
ITM2B,0.1521778268656962,6.058313941420694,3396
BANF1,0.13494505423148467,6.0350619748441225,3320
SRSF9,0.11808835801833545,6.027335268166455,3314
SUMO2,0.11639813928541844,6.0182365116148535,3342
CLDN4,0.14468216949132687,6.006366257330715,3329
COX14,0.10714869741403797,5.960368702719183,3342
CLDN3,0.15558162944683748,5.930804842030658,3316
PSAP,0.14219894066537359,5.89064304843928,3325
BEX3,0.19354597111956248,5.882498047486568,3335
ENSA,0.12954217505206758,5.849788965030987,3333
NDUFA3,0.06033536202950969,5.848174918021301,3350
BCAS3,0.16870774408620093,5.838352912383931,3322
MRPL57,0.08178636575928458,5.827724598616538,3361
NAA38,0.0835506313065241,5.818690456123364,3365
EIF4B,0.11314886072959304,5.816457826024759,3327
TUBB,0.13419510555978567,5.793786154933978,3309
PPP1R14B,0.15564161650517688,5.784720956902324,3349
CNBP,0.2265216199491143,5.768417922388875,3335
FN1,0.5381812956070536,5.760233669419816,2834
SNRPF,0.11847251640562759,5.7594632973527595,3315
SLC25A39,0.1137392475195869,5.7362351984326345,3324
TMED9,0.21010445926770432,5.7156735559902625,3276
POLR2J,0.1096094877674647,5.682717221371931,3322
BSG,0.16691362289928835,5.681232216627275,3286
LRRC75A,0.13907970376901918,5.6670589881418785,2880
TOMM6,0.1269832023396257,5.656762997883172,3320
MALAT1,0.28140096424337857,5.638165634927565,3250
SEC61B,0.062995537262044,5.637768974709349,3326
MORF4L2,0.10097029715414488,5.608367297637986,3348
PHPT1,0.09232124737462616,5.596441135709254,3307
MICOS10,0.13454133120695363,5.580899123565431,3303
YWHAE,0.14068668721272753,5.567293519744751,3316
TSTD1,0.16307923810536173,5.554631189836959,3305
SRM,0.20579401298114253,5.546352979153896,3277
NDUFB10,0.11686161972590232,5.5154669258378135,3303
TACSTD2,0.19819907485612076,5.5105365812945655,3264
C19orf53,0.06442894104371796,5.478264525766513,3330
COL1A1,0.33087255237561847,5.460551907133895,3095
LAMTOR4,0.09155691818735825,5.456277315218651,3347
CLTC,0.13435297541122282,5.451651254682782,3313
NDUFAB1,0.08433734926169954,5.444610692271975,3332
NDUFC2,0.15787781146067953,5.431326225933661,3286
MLF2,0.10239605131742241,5.419321994904169,3317
TMSB4X,0.21802704887019989,5.40985272627606,3275
LSM7,0.1167651091188293,5.4051767173940455,3341
SOD1,0.3843679728912438,5.3910805294727,3228
SPDEF,0.17812426334776646,5.364530786612834,3284
C19orf33,0.15588512558148243,5.35623825791006,3307
EIF4G2,0.24874260435103945,5.331383261246334,3305
CRIP2,0.19832433239346853,5.329973198178882,3299
HSPD1,0.19344552850323185,5.322803451048952,3297
SYNGR2,0.15303800618073063,5.270614312345199,3287
CLDN7,0.13940289931505226,5.269660197031126,3287
PTMS,0.29485342620687166,5.256981678588768,3248
CAPNS1,0.1277856804627159,5.256704378356661,3296
ARPP19,0.22999140783021005,5.254976483964622,3300
POLR2I,0.07015623945810871,5.210610487300191,3304
HNRNPA3,0.1915236643086503,5.187160054257734,3298
PRDX6,0.09669224185455187,5.178093985218811,3289
KRTCAP2,0.23312873869790057,5.165271163288824,3287
NDUFS5,0.09194186441373105,5.153958954185522,3294
PFKL,0.12096373937424038,5.143854143476368,3317
RPN2,0.1265042132105761,5.142939255167563,3285
PRELID1,0.16634986972368992,5.139195528895609,3233
TAF10,0.13929337039723277,5.126920730483369,3336
BLVRB,0.18438530022653266,5.126276779092641,3290
COPS9,0.054935732944143105,5.105175575563106,3302
VAMP8,0.10913167637108127,5.104538319207295,3286
COPS6,0.06192411308883355,5.103595535708903,3331
RABAC1,0.19744305873597567,5.103149454848413,3260
S100P,0.34359185988071883,5.092493184371419,3198
ADIRF,0.22067892661455207,5.078533334806805,3221
SLIRP,0.17483804983560045,5.072962403108146,3219
PSME1,0.050092001175802814,5.070054340461986,3334
SELENBP1,0.17030119125258802,5.041858824856875,3309
NCOA3,0.11412729850118346,5.038658906186145,3289
ARF1,0.22845846538876108,5.027575493117681,3248
ATP5IF1,0.12236262426348632,5.022021037178885,3257
ACADVL,0.233640350789347,5.013281084391555,3266
CRABP2,0.44272048336857467,5.00134717418709,3037
COMMD6,0.15024563365113042,4.980151614228654,3265
RAC1,0.13135456633810003,4.979356430095982,3272
NDUFC1,0.12806684487201214,4.978082175277419,3239
DCXR,0.11649536855672382,4.963467494259056,3292
TRAPPC2L,0.0593652060139785,4.961016421711695,3307
ZNHIT1,0.09119723728660228,4.947636585531063,3281
TXNDC17,0.12986615480974414,4.945102832948379,3266
GTF2I,0.06956915888369539,4.9354134259421505,3304
TCF25,0.14731602456629594,4.922885864201467,3293
RNF181,0.09855228838362316,4.9088699440784564,3277
ESR1,0.18818747816036918,4.902954013577404,3248
CSNK2B,0.08885945819087349,4.902227561696946,3304
PCBP1,0.2618328578609383,4.887297966596896,3247
EIF3K,0.09397319768712156,4.88161647573292,3300
LAMTOR5,0.1323530791062741,4.876550656274511,3280
CLIC1,0.08044552870285052,4.87200450935446,3269
RNASEK,0.11722468735369641,4.8512309009464465,3245
NDUFS8,0.05255932498024922,4.848483362385444,3304
MZT2A,0.08884016405032528,4.84838336370005,3256
SNHG5,0.146945893622114,4.827096408943765,3205
GPI,0.16074325956030966,4.826813973116388,3228
MRPL52,0.19428661709442543,4.826090671818471,3287
NDUFB11,0.1637013758104701,4.815513818139355,3219
TMEM256,0.13605996616389074,4.8032575648536024,3290
HNRNPAB,0.1751281545335675,4.79951959123548,3283
FXYD3,0.2720272538438811,4.794645116376215,3225
PGAM1,0.0996544742277741,4.782385079636247,3253
PSMC5,0.061999923274286946,4.775023403343237,3334
COPE,0.09562645389598402,4.762349605015472,3260
CALM1,0.1552482114253386,4.757211826061274,3252
H2AFV,0.06849312956221398,4.751852484608837,3286
POMP,0.1333856135692375,4.7461102730764075,3223
ECHS1,0.12096616273246072,4.733389795257505,3228
ENY2,0.08619998616325884,4.7170753820933395,3302
PPP2R1A,0.099165280134436,4.705610940912553,3260
NEDD8,0.07492420799435452,4.699848738389247,3292
VCP,0.06838109889645191,4.689497333265335,3330
RHOC,0.10744446789958673,4.687765197703039,3271
ANXA2,0.15406070505039712,4.678139747686781,3232
BAMBI,0.2284940139219775,4.661795841840283,3167
SREBF1,0.10783221267535628,4.660406469918047,3268
UBE2D3,0.2282523299090159,4.6403046453675465,3243
CSTB,0.1403249040280277,4.634734867203804,3220
MYO1C,0.09466275297115284,4.634586428979388,3278
NDUFB7,0.07357279077882092,4.618449461418471,3285
PAXX,0.1825954516777523,4.606405327806337,3267
ATP5F1D,0.06890666682649986,4.604548154662811,3246
NDUFS6,0.08992484141112857,4.600606161748583,3246
PARK7,0.07728876654359003,4.584418994871532,3253
TMEM141,0.11093518383391746,4.584401696770267,3227
DAZAP2,0.10296088784365344,4.574460155382996,3259
PIEZO1,0.1291955858178328,4.566888547786733,3250
PRDX5,0.0961731757553807,4.550930281696585,3247
SNRPB,0.10617381270730446,4.533842838078496,3219
PDCD6,0.1487529300320028,4.526845772343031,3240
PSME2,0.11936591122428909,4.5264621934872835,3303
TMEM106C,0.15233336781446621,4.5257688511276415,3219
C4orf48,0.08062859048883363,4.525024911147499,3280
UBE2S,0.09382757395435562,4.5220722225017616,3235
NUCKS1,0.11228563946148956,4.50845755399883,3220
SELENOH,0.06532853684415509,4.505229178741382,3250
LAMTOR2,0.05069986874225809,4.503661671485444,3295
CCNO,0.4254495280077486,4.490644617376329,3005
SEC11A,0.06434593219715923,4.481329675506907,3253
EPCAM,0.15871075851343688,4.4796182838978735,3199
NDUFA2,0.11588702595445652,4.471768738030158,3218
CIB1,0.07927887028838806,4.460585765168683,3234
HNRNPC,0.0925417097391754,4.4600266463896014,3230
HNRNPU,0.07398241166332074,4.448208543578567,3302
MT2A,0.31242841641843844,4.444213440282998,3060
LSM3,0.13780021674727866,4.434893771048035,3213
TRIM28,0.051644018829313146,4.43268133537039,3272
BRK1,0.11637206842798098,4.402694269381932,3212
SDC4,0.18724880653625253,4.393326013713481,3226
CALM3,0.06574189938818818,4.374236900733927,3259
CDC37,0.16371533865017718,4.365726978236885,3227
ATP2A3,0.2213392442873868,4.362751662123856,3198
LY6E,0.15699476054948822,4.360927159094167,3196
SNRPD1,0.11084092840190772,4.357581255516357,3267
ATP6V0B,0.08273955717404442,4.336494703411918,3239
GABARAPL2,0.05367620642821986,4.3321249621851585,3261
TRIM37,0.09321980793294454,4.319232493148278,3256
ERGIC3,0.08387858160270303,4.314588980998896,3254
CDH1,0.17354289259885908,4.3076223586783655,3174
PPP4C,0.10284119719777289,4.306171975530591,3245
SRRM2,0.16499102903076965,4.271969168219482,3268
HNRNPF,0.12938750873548543,4.266780798032901,3232
CDK5RAP3,0.30051313267599755,4.257131323294457,3175
SPG7,0.2513780063993728,4.254298517445732,3205
NAP1L1,0.07407691466743625,4.2351739045689145,3242
POLR2K,0.10884170174343215,4.227710860159991,3216
PTPRF,0.12855542467151337,4.224907730508869,3272
EIF3B,0.07332903362138925,4.21251140284134,3247
ATF4,0.15038545397882724,4.209640427250345,3232
NDUFA12,0.08681007543522105,4.174745411867319,3212
GRN,0.17812304247580246,4.171760936416203,3176
CBX3,0.13807459163753394,4.129103189896461,3153
CDK2AP2,0.24702540223741393,4.128061234479033,3100
ELF3,0.11398014314034234,4.122104697621712,3200
LDHA,0.22449367290556976,4.11894837411693,3100
LGALS1,0.1890846364246246,4.115274220538217,3144
SUMO3,0.09243593413206845,4.101980707246566,3206
B2M,0.1791601308294359,4.095616622792685,3164
ITGB5,0.17002787182015588,4.093063746566443,3163
SRSF2,0.06511163971563336,4.092713044497053,3243
ATP5PF,0.1046165279474485,4.092426718406358,3172
NUMA1,0.11933489708326904,4.09209827993609,3217
METRN,0.15947702613535814,4.085877278903062,3157
PTGES3,0.12940638027093934,4.08530371880896,3182
POLD4,0.13488418355355353,4.079054190059793,3207
ZNF90,0.5703251331002672,4.075473814382427,2485
MRPL51,0.10683929617808141,4.067656703238698,3190
NME3,0.20248788352262984,4.0568670697225055,3160
PCBD1,0.14487075422844845,4.05346127756041,3166
PRR13,0.11129101654885976,4.0494644371653665,3179
CREB3L4,0.1856175552463707,4.0390435084608365,3180
JUP,0.13912850896632414,4.029996500972402,3178
PRMT1,0.06031803770830925,4.024868804832336,3213
LMAN2,0.08729176414979573,4.010236135074792,3157
S100A16,0.2642070940110133,4.005122290520738,3109
PDIA6,0.18520592537868458,3.9897503442755875,3183
S100A10,0.19129432835320428,3.9883915948746425,3153
LAMTOR1,0.06935398320550323,3.9878984234055173,3209
ARPC1A,0.15111719953989666,3.986306926666086,3167
NME1,0.12955432370283246,3.9735791525533766,3186
SMIM26,0.11272652507502215,3.973323292823703,3173
PSMB1,0.09426945597001582,3.970059181847075,3215
CTTN,0.10908895777378963,3.9647195291558384,3199
CYB561,0.12230945736024838,3.9622743742503728,3187
PSMD8,0.05657309915007159,3.9554025575500678,3201
EIF4G1,0.08923418743756689,3.9477472299499734,3225
CCT3,0.0726306547180164,3.936739138518051,3181
TBCA,0.10480042615209559,3.9302916831350525,3146
PSMB6,0.12226068916877589,3.9266911115928242,3210
ABHD2,0.26704330172456847,3.9202766063741405,3119
GUK1,0.08123752664409253,3.9196367859190953,3184
FBP1,0.17772478992876506,3.911829301203235,3129
IFITM3,0.18093636978349567,3.906662231164947,3097
ILF2,0.0737531475677391,3.9050385117735806,3197
NDUFA6,0.15766705609588563,3.9014650899646033,3182
HNRNPDL,0.09187551782731869,3.8997318902632236,3200
SCAND1,0.16743113002467808,3.879814107897088,3196
MCCC2,0.19287578555236115,3.876976378026918,3178
BCAP31,0.09685404726061791,3.8752693942415837,3167
SLC25A6,0.13619567595567983,3.8733006193830333,3136
TAGLN2,0.1075633682112909,3.8632699669020503,3170
CD151,0.10440698476695962,3.8605521458869494,3225
HMG20B,0.10641836831384385,3.8522898197242474,3206
PSMA6,0.06673497167475355,3.852124892161805,3195
MEA1,0.0518220895675233,3.8498001117023812,3206
NDUFB4,0.10331725711410236,3.846307346877112,3127
ATP5F1C,0.258877505236401,3.8455171869191904,3091
TPM3,0.06863679468223831,3.8204078449463412,3187
PSMA7,0.08036031328409501,3.818779806933143,3194
DDX39B,0.07625815855251225,3.8124510781486847,3189
ATP6AP1,0.160349033472395,3.8035471351409647,3115
BLOC1S1,0.1724092181319976,3.775489514941882,3168
MDH2,0.08653490202712218,3.77458920539671,3166
MGAT4B,0.06733872476952314,3.7654730879825298,3211
JUND,0.11973756302808489,3.755157094409137,3110
SERBP1,0.21685343789452421,3.752514464073151,3123
ATP6V1F,0.15825132220064558,3.740153278335747,3118
LAGE3,0.06968199408236454,3.7377154115625384,3152
CERS2,0.1704377330353944,3.735975611571379,3111
F2,0.6784887794007285,3.733699307499073,1670
BCAS2,0.11172478194007478,3.721532263358671,3137
